F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
7914.59,2179.61,0.27539,88.8108,1085437.1583,111.92,3099.92,21.0,37.6738,less than 2.305
6476.08,2066.55,0.3191,55.0516,878787.3896,96.3352,2556.39,40.0,37.3528,greater than 13.379
6293.24,1852.2,0.29431,54.63,863113.5968,87.5272,2777.66,26.0,40.2491,between 5.03 and 13.379
16994.9,7278.2,0.42825,174.04,2341140.1759,263.66,5480.64,89.0,25.2105,greater than 13.379
10051.6,2965.92,0.29506,108.387,1441900.4351,162.481,3796.68,11.0,34.549,between 5.03 and 13.379
20763.0,5657.66,0.27248,298.523,2822631.2915,326.286,6474.82,284.0,19.3489,less than 2.305
7617.03,2863.18,0.37589,55.1066,1093355.1333,110.192,3580.77,29.0,39.4744,greater than 13.379
5257.13,1440.37,0.27398,49.6865,676494.5011,76.0815,3055.71,55.0,39.2093,between 5.03 and 13.379
6385.5,1667.6,0.26115,88.5134,876629.4791,87.3757,3336.01,22.0,37.4487,between 5.03 and 13.379
5992.43,1439.74,0.24025,43.5975,834721.9178,86.9999,3376.75,21.0,40.3277,between 2.305 and 5.03
9714.27,2637.41,0.27149,133.556,1376253.2574,146.388,4435.33,58.0,31.7089,between 2.305 and 5.03
8061.27,1372.29,0.17023,70.9302,1078594.6946,96.7649,3331.86,29.0,35.7755,between 5.03 and 13.379
6258.1,1438.87,0.22992,61.0663,880681.9119,71.6956,2815.71,30.0,39.9269,between 5.03 and 13.379
9205.05,3034.96,0.3297,88.4359,1232316.3801,138.142,3660.12,51.0,35.9042,less than 2.305
18189.1,6376.63,0.35057,241.706,2494907.809,330.537,4968.62,120.0,26.3914,between 5.03 and 13.379
13734.4,3442.51,0.25064,191.989,1873864.0487,215.207,4579.28,175.0,29.0318,less than 2.305
11952.6,3646.96,0.30511,95.5745,1641950.1447,146.381,6039.14,49.0,30.7482,between 5.03 and 13.379
9944.72,3611.24,0.36313,98.6744,1397974.15,125.286,3520.5,47.0,35.5574,greater than 13.379
6817.42,2444.8,0.35861,59.0824,940828.6919,104.551,3876.58,72.0,35.8944,less than 2.305
15985.9,4995.36,0.31248,169.939,2258119.7926,245.262,6009.6,103.0,27.1413,greater than 13.379
8021.86,3869.23,0.48233,88.5013,971491.4933,156.705,2192.9,113.0,40.8826,greater than 13.379
10264.1,3074.51,0.29954,114.52,1459693.7887,137.387,3857.61,58.0,34.7426,less than 2.305
11889.3,3001.87,0.25248,128.509,1633886.3634,162.785,3893.69,19.0,33.4736,between 2.305 and 5.03
6343.19,1353.76,0.21341,57.6833,878362.7234,78.7972,2743.45,20.0,40.6325,less than 2.305
13981.0,4468.94,0.31964,152.672,1933045.4705,219.171,4589.61,112.0,30.3849,greater than 13.379
8521.49,3075.37,0.36089,77.5023,1227010.6599,111.802,3548.28,48.0,36.9736,greater than 13.379
10239.4,3385.56,0.33064,69.4179,1433128.8685,151.664,3924.94,11.0,30.4265,greater than 13.379
6521.99,1337.58,0.20508,55.5602,920410.3547,74.1413,3074.51,13.0,37.8782,between 2.305 and 5.03
6867.8,2053.23,0.29896,65.1966,964197.1787,87.4607,3573.18,35.0,37.6901,less than 2.305
14360.7,4709.36,0.32793,186.399,1962789.0681,227.265,4803.24,77.0,29.3368,between 5.03 and 13.379
8661.43,3154.46,0.36419,71.9422,1222953.9065,131.143,3610.54,21.0,35.9679,greater than 13.379
5508.19,944.89,0.17154,53.5755,752096.0238,61.0698,3018.29,19.0,39.72,between 2.305 and 5.03
8294.33,1671.04,0.20146,71.9246,1185535.5387,113.698,4087.47,104.0,34.7137,less than 2.305
11065.9,2869.88,0.25934,136.217,1521525.7535,165.503,4450.72,96.0,31.5521,less than 2.305
8828.96,4194.65,0.4751,90.0973,1107302.7129,153.647,2546.4,114.0,39.0335,greater than 13.379
6277.0,2330.69,0.3713,68.359,895230.1007,103.791,3107.3,42.0,38.8648,between 5.03 and 13.379
13073.9,3736.01,0.28576,148.053,1749706.3151,198.116,4738.3,55.0,31.0701,between 2.305 and 5.03
9896.16,3558.88,0.35962,89.3136,1411319.3114,142.59,3677.39,10.0,34.815,between 2.305 and 5.03
20424.5,6420.99,0.31437,261.485,2848549.0789,323.698,5575.17,73.0,23.0808,between 2.305 and 5.03
